350
48 1000
29 42 175813
5 32 48227
2 29 153870
23 2 46811
2 40 181705
22 4 118638
5 10 62684
12 33 58791
13 47 59561
20 10 46990
17 5 69777
38 37 46179
25 33 42337
47 5 91200
45 14 32660
7 5 31882
25 27 9457
29 27 183276
7 29 100626
31 24 123371
38 4 108450
45 28 97804
2 4 38966
31 45 80276
8 1 123500
4 25 74910
34 17 127585
11 41 132650
3 45 115150
27 1 22023
44 45 85145
10 17 59746
37 16 75437
2 10 88078
32 21 103477
39 22 114535
42 18 72883
2 13 76220
16 20 53952
15 17 89039
40 5 156311
22 17 68642
27 24 66884
3 23 86945
16 17 87416
37 47 39964
40 7 124429
25 2 56643
35 23 123690
2 33 71539
44 43 65489
37 6 55921
46 38 60568
12 3 56862
9 25 93491
34 19 106217
3 24 74461
6 11 109766
41 2 61167
27 8 110305
43 33 124401
39 41 81413
29 16 170766
9 26 30934
18 3 73458
34 40 234738
20 19 12096
20 35 129413
12 24 17599
36 42 80981
6 18 45902
5 41 35773
6 47 69680
18 37 10019
14 18 49434
11 13 187936
5 37 52327
11 43 138962
5 39 109404
39 36 71728
34 22 147322
47 14 33836
13 18 83129
30 31 67496
42 26 89908
10 19 34894
33 7 114198
4 39 13135
22 16 107153
28 44 123179
17 44 86388
25 46 119469
27 16 88669
1 7 101335
11 16 190715
21 7 78948
37 31 82930
37 21 112919
33 38 133907
4 35 118507
16 40 194569
9 18 38227
28 27 134725
25 21 161950
19 25 92861
6 35 115893
41 29 104517
28 9 95694
8 35 127608
45 16 100051
27 10 118942
45 41 33802
36 21 84742
15 32 83610
47 29 137211
1 34 127460
23 1 90888
24 8 83147
1 3 88191
39 10 79026
34 45 140220
47 39 18204
3 40 209668
45 5 61793
44 22 92299
21 27 152493
34 13 134107
41 33 118089
13 44 78210
20 14 41670
3 4 83080
36 12 57435
38 18 36160
16 42 96132
35 9 137088
31 1 150312
15 30 77139
18 31 72911
18 21 102900
22 24 110019
12 22 100242
5 16 93838
18 40 148381
22 10 60033
7 45 29911
42 33 40371
25 20 104357
11 37 145070
47 40 183747
7 9 27801
7 41 3891
14 29 103375
28 8 76115
47 17 94267
46 40 147347
40 37 158400
14 21 104430
14 22 62495
17 3 123134
1 20 106881
33 6 110645
43 42 96978
26 46 27567
42 4 72916
19 39 81614
15 18 71724
9 8 49966
20 45 46099
23 6 32415
31 14 75847
1 9 106057
9 16 89757
43 9 38004
24 21 112985
46 8 45083
37 25 64858
18 35 118474
33 13 114441
18 22 60965
22 27 125153
23 16 69407
44 36 61080
28 42 127262
21 30 97485
5 21 110830
33 1 54903
2 43 67479
26 5 35015
7 15 59081
2 36 63070
43 37 44174
47 11 173058
16 19 66048
16 44 54122
34 36 116103
47 8 81483
11 7 128759
11 10 159561
46 32 55229
38 1 108124
2 7 57276
34 35 180796
25 31 138006
41 13 55286
36 46 36494
18 25 74893
13 1 120297
11 31 179124
26 28 64760
16 34 40169
43 41 6312
32 14 50011
36 14 19688
19 13 63269
45 11 150039
31 7 50365
25 13 122214
29 23 111091
32 18 21139
13 31 101760
26 47 62451
23 5 34163
33 11 220411
23 8 32630
3 32 94597
35 22 76225
32 39 70666
28 36 73687
36 22 42807
38 21 108816
39 34 92750
44 9 69561
9 19 23709
9 29 88661
13 27 112757
11 14 145610
2 14 50495
34 20 94121
19 7 4092
19 31 54457
23 10 41267
19 3 89331
21 41 75057
36 9 33595
15 47 118399
6 25 72296
32 31 74894
9 27 98960
30 27 70835
26 19 7225
32 25 96016
43 34 120512
46 20 46888
26 8 19032
29 28 168519
39 23 81674
18 4 72290
1 15 103637
29 44 155860
33 4 32573
32 12 48551
12 6 73591
13 15 74942
41 40 120538
5 24 104888
37 29 134597
46 16 100840
14 15 84563
40 15 100779
5 34 134007
21 20 95136
4 14 56143
7 34 110309
36 25 82975
9 6 49751
20 28 84081
26 11 131892
35 12 110161
1 19 97261
21 3 160070
4 20 72156
7 20 16188
9 34 129926
14 28 93375
41 42 90666
4 1 83043
41 6 25841
38 26 33001
10 9 58603
14 41 29373
20 18 29480
12 30 51487
14 16 69309
43 19 14295
38 24 99831
23 34 107749
34 4 96853
17 12 90356
11 28 196652
43 14 35685
7 35 113225
5 8 54047
45 36 24117
20 15 75269
29 8 122791
42 13 120220
44 14 52485
26 12 66362
41 38 33759
9 24 100807
36 33 108404
6 38 51818
24 35 119938
44 23 44821
37 42 62864
6 8 44115
17 41 35520
21 8 56783
34 29 210935
42 3 102751
12 20 56892
20 26 19321
36 10 36596
36 31 56159
14 10 56284
35 45 143136
46 33 144898
30 37 15434
45 13 89088
38 15 86894
23 38 32149
38 9 2067
25 14 96489
36 41 9685
12 37 36053
24 43 83209
46 1 132035
28 15 38185
46 42 117475
16 32 45611
38 17 67763
38 20 37872
31 44 104245
16 43 80343
2 18 33324
9 33 131840
7 8 22165
44 21 117946
37 35 108455
47 9 87119
41 19 7983
34 38 130422
21 4 114037
36 43 15997
12 2 12748
18 19 19860
15 31 102678
28 10 84752
6 19 26042
23 46 41165
34 14 108382
40 4 204317
35 38 139155
24 41 76897
17 1 132455
46 43 20497
4 19 84252
19 33 116825
21 40 195492
39 14 52040
19 28 71985
17 27 120474
40 8 138709
21 31 121531
45 23 40376
35 29 213851
31 12 113594
8 14 47647
39 6 87884
11 35 225659
3 20 101427
47 4 22307
27 40 138864
5 33 135921
31 28 108375
8 18 46117
12 15 117796
22 41 33122
27 45 112561
40 1 141973
37 46 64671
2 32 54463
37 32 31158
21 16 134770
46 5 62582
25 47 62653
32 11 145104
27 7 88140
2 8 79441
3 28 153132
30 10 49339
38 16 91824
46 4 112325
35 46 123519
46 10 53720
39 31 127887
23 4 85777
30 3 78873
44 37 21315
38 30 30745
24 19 77098
34 18 94262
27 3 110214
42 19 90867
9 14 53283
17 18 55054
26 32 27662
35 39 124454
19 29 104718
45 12 70407
46 22 47307
26 29 103759
42 39 78863
40 39 201951
20 22 53201
38 10 60670
11 40 253188
39 16 53677
47 2 16659
44 4 40956
19 30 14445
27 35 53054
47 31 109683
37 26 37104
23 47 63470
8 15 37930
8 25 110934
15 11 185785
14 30 44019
30 44 36749
43 21 81369
30 4 77705
12 14 37764
47 46 90018
23 21 89413
28 38 97761
2 20 62804
34 44 85373
7 23 10465
22 15 89326
33 32 96388
5 22 68895
43 6 32153
4 24 8619
43 12 73432
34 8 132474
6 29 110988
25 42 1994
29 36 94832
24 1 74424
16 8 92305
28 4 149518
19 44 51194
12 40 187658
37 39 58168
13 22 88408
27 34 127742
16 36 75934
11 4 195365
32 29 125155
37 17 65073
30 13 77714
19 27 84048
35 47 106250
14 42 94495
38 40 154297
13 16 95034
31 17 48584
28 39 145415
38 5 6148
31 6 72315
44 33 73529
24 18 63671
27 20 94900
40 26 121296
34 11 229313
21 39 117501
31 10 73385
45 18 53863
27 44 68090
6 30 40487
27 11 187531
44 1 46067
40 23 134894
13 24 73249
46 41 26809
31 43 40162
39 38 104347
36 23 16259
30 11 129636
11 9 100958
33 3 115653
45 24 80184
2 39 34863
47 7 59318
36 30 24331
17 33 136446
43 8 24586
23 31 59424
27 4 75503
42 47 60659
42 35 45591
42 17 124670
37 41 37862
15 37 81743
41 12 67120
17 6 59845
45 47 66496
26 41 758
38 22 66881
28 33 131345
18 46 54652
10 41 26911
24 17 107955
39 1 78940
13 36 64971
23 15 69546
21 11 207707
8 45 52076
1 25 12566
28 2 125169
28 46 90811
21 28 132898
12 39 22115
21 9 106749
9 32 44146
30 42 78298
15 42 89077
15 24 121077
35 31 143184
5 25 97572
26 6 25083
7 4 81625
30 9 32812
30 40 142966
46 6 52650
7 28 67893
17 40 156058
42 9 91497
7 38 29868
31 34 160674
42 2 58637
23 18 13487
31 22 66972
16 2 52132
19 22 41105
4 29 159518
11 2 156399
24 2 30347
34 41 114200
12 16 39384
10 4 65891
41 18 27843
2 26 60409
45 1 119658
7 37 33971
22 28 97124
2 1
2 1 1000000
8 11
5 1 622201
6 2 152246
3 6 195678
6 8 756234
1 7 634756
7 8 423016
3 8 560556
4 1 171419
5 2 163419
4 3 586769
4 6 471215
4 3
1 4 5
2 3 5
4 2 4
13 67
7 10 67136
8 10 110951
13 6 139526
9 2 92770
13 9 48977
5 12 44608
4 5 127168
8 2 86950
4 1 131804
9 12 161025
5 2 23647
7 1 232334
12 10 130430
11 5 99260
6 2 95733
12 3 191638
12 8 107911
8 3 170554
11 8 35957
5 1 126670
7 5 107118
8 4 163064
2 7 129311
1 3 98005
4 13 70495
4 6 199254
11 13 93376
11 2 122907
11 12 143868
1 6 83827
11 4 127107
3 11 160906
4 2 114288
8 6 135389
9 8 178310
9 3 153271
11 6 171346
10 3 85912
2 12 68255
9 5 116417
7 9 134495
5 6 72086
13 10 18382
10 11 74994
3 7 153048
9 4 119472
13 8 129333
2 10 62175
11 7 7858
6 9 188503
8 1 189973
12 13 112048
1 2 103023
3 4 33799
5 10 85822
11 9 142353
9 1 195793
11 1 225930
7 12 151726
12 4 171776
7 4 119249
5 8 63303
13 7 85518
10 1 165198
2 3 148087
1 13 146816
10 9 67359
17 22
16 14 593992
14 12 581251
5 12 354712
2 5 421669
10 11 848678
1 12 340325
13 16 763427
1 5 555486
17 3 870895
14 8 625072
15 9 681989
9 16 447178
15 8 823560
3 15 510370
5 13 587777
14 6 187948
15 10 804954
9 10 419380
9 2 150141
17 2 764339
9 3 171619
1 17 826710
18 55
6 13 517643
1 10 288229
6 9 435514
9 3 88735
18 14 35455
9 15 73946
5 13 121956
18 4 225971
17 16 241791
1 13 69193
14 15 167874
3 17 196882
5 4 327786
7 4 63694
8 7 229639
7 12 233793
11 9 103784
10 16 325234
2 8 75897
4 17 71766
11 3 15049
6 16 610260
4 3 209980
7 13 150436
5 17 314688
16 13 256767
12 11 102556
10 17 258635
17 9 110603
9 14 101614
11 4 225029
17 8 94179
16 5 370423
13 12 83357
11 8 117752
18 13 11841
14 12 100386
5 1 191149
2 7 305536
13 10 232617
12 15 75174
12 17 109375
2 17 170076
1 6 542863
11 14 34513
6 18 529484
18 7 162277
1 9 140197
12 4 181141
7 9 235021
15 10 224434
18 3 15991
9 10 150488
9 16 174746
2 10 240353
6 4
6 4 23108
1 2 692728
6 1 494161
6 2 198567
37 265
35 33 222199
32 4 274818
6 17 93588
15 24 127341
12 23 190743
15 14 120684
19 27 99229
22 27 131298
21 35 268737
21 12 232395
29 13 168914
21 2 179210
2 37 142616
1 10 189109
26 24 38729
24 22 75333
20 30 75518
24 21 161809
4 17 183889
13 25 120571
3 35 150204
26 29 93817
28 7 68816
6 34 61429
13 8 108179
28 18 56211
36 37 136311
15 34 125824
16 36 188137
9 28 46909
2 29 143477
26 1 96643
19 36 125348
28 2 99804
35 16 233886
19 31 197591
21 13 214133
7 16 163454
31 24 164372
19 18 134162
33 26 172193
7 30 84705
3 34 22348
22 33 279785
30 27 42327
1 25 65913
6 19 131650
2 5 186739
12 8 124181
7 4 154929
25 31 75877
15 32 151713
11 29 54854
34 17 90175
35 11 76728
27 24 55965
37 15 88050
10 8 163802
25 24 88495
4 5 261075
30 16 78749
28 6 58859
36 6 99482
8 24 88954
34 2 61432
27 23 105134
18 35 70791
37 32 175093
4 28 149160
34 8 61997
20 10 97622
25 14 81838
14 8 74300
4 26 140511
34 7 71386
8 7 75367
13 16 177590
27 21 143311
26 19 81993
16 1 223480
20 22 98107
24 9 35494
35 13 183868
22 23 170050
3 2 66706
33 25 180226
11 33 173715
16 34 150084
31 29 80108
20 23 71943
13 6 122645
11 26 88187
6 29 143474
26 14 32072
18 6 105174
12 25 157186
24 19 88812
16 32 223206
5 1 98561
20 11 72232
17 5 89877
25 34 86978
29 30 140183
34 33 177495
31 17 84911
30 3 48987
30 34 71335
12 18 156612
10 3 124153
25 23 137664
31 9 154318
3 8 39649
18 10 135644
37 21 216036
34 36 55127
27 14 49308
1 19 172166
14 28 75746
9 15 117287
29 25 61365
37 31 79247
1 21 219723
9 30 62798
9 19 78758
31 34 162855
10 27 130813
10 22 195729
34 19 87295
19 23 5905
5 6 173569
24 7 98343
5 9 159284
14 13 139532
24 20 22774
35 12 220483
30 12 133519
35 36 208270
24 16 177041
6 33 180908
11 36 131542
1 30 144731
13 26 113930
27 32 165000
17 13 98515
21 26 129550
35 31 128319
33 4 200211
25 11 6511
13 10 221037
10 35 206435
14 19 82155
10 9 110342
6 3 39081
35 1 107886
19 22 164145
9 2 52895
10 17 145252
19 20 66038
3 7 49038
17 2 109664
6 8 65410
18 27 72753
23 34 93200
11 37 55715
12 34 114617
25 21 185498
2 32 213497
29 7 153431
7 10 173191
14 21 155152
7 21 185689
15 12 183010
26 32 167307
10 25 123196
14 17 103894
18 2 118344
5 21 266341
7 22 173676
16 28 113804
3 21 140126
10 28 157251
13 23 195358
20 21 139035
16 19 110130
7 1 156257
6 4 155143
32 10 249085
36 3 60401
13 32 202348
36 7 109439
27 5 141148
6 30 74748
33 18 179652
31 15 101701
14 6 81729
36 25 125031
31 6 168603
18 9 90889
4 1 230684
7 26 66084
15 3 105811
37 33 118000
19 33 247716
36 2 99485
16 10 159340
29 8 136541
16 33 148599
14 22 114224
8 4 139699
7 20 75569
14 12 134917
25 37 62226
16 23 104225
16 14 143711
15 17 47880
9 1 93408
28 5 124606
37 17 71260
3 28 33098
21 19 146806
26 3 17046
7 2 115744
37 22 200548
24 12 141574
18 25 12448
20 12 118800
13 30 98841
25 6 92726
18 37 61652
10 36 156932
29 36 137172
25 16 163263
26 28 50144
18 5 68395
34 10 118879
19 35 204953
19 15 119247
21 17 185076
21 23 152711
16 3 127736
8 37 137402
9 20 12720
11 10 129707
20 35 148960
4 35 258131
6 9 52892
34 26 11772
35 22 247067
4 16 51612
13 31 183426
17 32 103833
13 9 110695
13 24 146189
11 22 170339
2 25 105896
4 18 192680
27 31 136182
1 29 4548
8 27 32989
1 33 114313
3 18 79413
7 17 103545
3 27 6660
26 36 49825
30 5 159661
30 131
3 25 243389
28 14 252423
25 9 250015
25 20 162776
24 7 193328
25 17 289121
24 15 177904
4 3 34421
12 9 353937
30 29 189548
9 28 285527
2 11 246950
4 23 194721
8 22 368808
13 11 143410
18 8 188041
6 19 310272
11 26 268598
10 20 435929
23 2 238370
10 23 270728
7 21 361681
29 22 416378
21 6 372401
26 1 305115
20 1 156280
15 9 233306
23 13 263266
7 28 240422
18 16 233637
21 11 240818
12 18 213869
3 28 167759
23 8 140869
13 28 291224
16 26 296105
27 14 375210
30 5 177510
24 14 299517
16 7 86151
5 20 290957
8 5 222524
2 8 241915
24 28 47094
22 7 486586
6 12 328294
26 2 21648
7 11 229327
18 7 147486
27 13 168418
26 12 143803
22 2 284314
2 3 123368
20 21 416848
12 5 253823
15 27 221733
4 18 92553
5 28 18786
5 9 301168
14 21 379862
15 25 293018
17 18 103864
11 24 157336
1 23 244721
5 18 207105
13 17 173926
16 22 428069
19 4 269138
29 8 47570
4 29 233024
24 10 293284
6 17 237770
7 17 251350
8 25 110348
14 29 332616
12 14 335755
29 9 350798
20 18 202653
18 19 176585
9 21 364040
22 9 473944
8 7 148119
4 16 326190
13 8 214439
22 30 331337
7 3 205618
19 13 225895
4 7 240039
8 26 239263
30 8 141978
26 20 316015
4 10 243261
13 15 170029
11 15 262997
28 25 278193
9 24 329476
6 7 262143
11 27 139517
12 30 173277
14 3 134013
22 6 448301
18 21 214195
23 29 188439
19 3 234717
1 11 187098
9 2 241559
12 20 350466
16 20 198164
17 22 272164
2 5 157849
1 14 225337
24 25 231099
20 23 401001
27 7 194140
7 10 339679
18 10 233276
30 25 143074
6 14 7461
4 15 80694
30 15 311479
3 1 249885
6 16 175992
2 7 239200
10 1 323046
24 3 177281
23 15 222323
9 6 25643
10 19 233357
18 9 210327
14 9 33104
29 28 278372
27 6
24 22 493100
10 8 859576
18 16 111334
27 6 697827
20 8 898488
23 14 539918
18 108
6 2 369717
6 8 287292
13 1 223493
2 7 279504
10 16 128061
1 2 223139
5 2 217065
3 9 170117
8 15 148414
18 17 207291
15 18 126444
6 10 257226
1 7 107325
5 13 178607
2 8 254628
3 4 173103
16 11 264189
12 4 313124
10 13 220779
5 12 215047
11 13 198013
3 13 129499
6 17 214333
11 7 81845
15 13 231193
7 5 62439
9 15 192557
7 4 159772
8 9 216837
5 9 245143
13 9 299616
4 11 241617
10 14 226679
7 15 115025
5 16 271325
18 4 277107
13 12 269520
17 14 183786
5 17 112641
8 3 46720
13 18 233503
16 9 312132
18 10 250184
12 14 185183
10 1 110648
12 1 221121
3 2 292835
11 12 195641
15 12 162461
7 12 153352
7 16 208886
6 7 253903
16 6 341252
16 8 175497
15 3 128356
2 18 357283
13 16 92718
17 4 334852
4 1 267097
14 8 256745
11 3 95176
3 5 75770
6 14 30547
1 9 208933
11 14 141511
16 15 297369
1 3 120656
14 9 155087
9 11 225737
7 13 116168
16 3 222217
11 10 136128
11 1 25480
9 6 185634
5 1 44886
8 13 82779
17 7 175080
6 5 191464
3 14 236687
6 3 267234
18 14 221200
15 5 52586
14 16 310705
10 5 155534
18 6 251747
5 8 95828
6 11 172058
12 9 30096
3 12 140021
14 4 383128
6 15 205238
2 4 381011
12 17 171274
8 17 208469
7 3 13331
10 17 42893
15 2 230839
17 9 141178
5 4 222211
1 14 116031
15 17 126415
8 7 33389
9 18 66113
16 17 170954
1 6 146578
13 4 209162
11 8 115234
18 3 104004
29 250
29 2 157279
3 23 157601
29 11 153101
16 25 58927
15 29 280745
5 18 220436
16 28 110664
11 1 162858
2 28 47041
1 18 250332
2 18 224567
24 2 133628
24 8 164297
25 7 171478
4 9 240690
1 4 120464
9 12 51338
25 24 146886
13 12 317703
1 20 173221
4 15 242434
8 26 162694
17 20 151737
11 8 239965
24 16 205813
12 10 202300
8 16 252701
16 17 67904
3 14 264790
15 23 94111
29 14 141387
12 5 110279
9 3 186963
2 1 25765
7 16 119339
28 6 201333
15 11 191778
20 10 34296
28 7 174538
19 14 229551
12 27 253854
25 19 76143
12 3 141478
3 16 38278
15 28 149855
12 28 105624
18 12 212833
3 24 222170
27 28 148230
22 9 164022
2 22 103551
26 14 94251
22 5 222963
3 6 271191
15 18 341489
9 26 172550
18 7 139671
17 24 137909
22 7 231048
8 1 272870
6 29 134986
2 7 158220
4 5 294004
4 11 231792
14 22 210529
1 9 180318
26 3 220567
29 12 25266
17 28 42760
10 3 83867
4 29 225462
29 20 142738
4 6 92574
27 5 237317
14 9 167459
18 21 179481
29 7 174228
6 11 261285
24 4 181998
20 23 108030
28 29 130890
17 14 176562
5 13 330678
13 23 290502
19 6 235952
12 15 255479
12 17 148384
15 7 212905
22 15 206365
17 2 4281
27 8 332985
2 23 102785
23 25 107481
4 19 157584
6 21 190797
1 15 173500
19 2 89401
25 10 126418
24 5 112006
5 9 58941
25 28 51737
1 21 70851
12 7 199494
15 6 179679
29 19 218619
26 18 269626
26 28 100681
13 28 234758
21 25 58344
29 5 85013
5 14 207860
15 5 270686
1 28 72806
29 8 139008
24 12 207908
29 25 144021
27 4 195888
23 14 157217
23 11 97667
9 17 150272
17 5 209213
19 28 127880
23 21 147871
3 7 81061
13 26 335439
29 27 246121
2 3 110463
1 25 39035
22 18 325517
5 1 239259
1 17 30046
18 9 161495
10 14 252470
4 18 307071
5 20 175607
10 17 117441
8 18 154665
1 24 159393
22 10 216711
8 23 225660
28 10 160201
29 10 177034
9 19 215076
2 20 147456
26 7 181760
23 29 186634
21 27 154837
17 19 85120
7 24 183363
26 24 1603
20 9 116666
17 27 105470
25 6 173986
24 6 102267
25 18 237825
17 22 99270
28 23 55744
16 18 259010
17 3 106182
25 20 160714
11 22 209921
29 21 173464
7 8 261092
12 22 162134
7 20 31490
20 6 271648
7 4 252919
25 11 150351
9 7 148156
6 2 187244
13 21 248198
9 13 313410
16 11 98212
12 2 152665
1 14 206608
19 10 113229
3 25 97205
5 28 166453
10 4 207859
22 21 148637
21 12 197751
29 18 187567
29 9 26072
20 3 70297
14 24 95854
16 9 154538
16 26 207416
17 29 152998
21 28 92127
27 15 257365
11 7 21127
25 17 8977
19 1 115166
8 10 263898
20 8 229602
3 13 267041
19 18 224636
8 9 112936
15 17 152016
4 26 180395
11 2 137093
21 4 139785
21 26 90145
19 15 237136
27 16 173374
12 1 178430
8 22 266170
21 7 113134
24 29 197019
27 10 137679
6 12 160252
16 23 166429
11 19 108773
19 5 245703
14 25 167585
10 21 68074
27 3 173680
11 17 141374
23 6 163618
16 15 219920
26 6 100652
27 7 134873
24 15 158680
24 20 172599
15 8 186824
29 22 187400
16 5 213479
14 20 265247
16 20 108575
23 5 176575
17 4 90418
14 8 68443
13 24 336740
26 27 244982
24 28 102284
11 10 23960
6 22 204128
20 4 242155
6 9 161058
22 24 158794
22 1 129316
12 25 157361
10 9 150962
3 29 166744
22 26 157191
20 13 196744
2 25 13258
11 20 10363
6 8 62042
16 10 122145
24 75
1 18 228972
6 14 151199
15 11 124754
6 11 96828
20 14 168920
17 13 518235
4 5 146195
15 5 5197
19 18 133604
7 12 312092
22 10 247236
3 10 275124
2 6 36728
16 10 272544
11 21 190013
19 10 135568
18 9 356283
7 11 137030
15 2 91444
17 14 153369
13 8 502654
20 7 314586
18 22 245289
5 7 256587
1 7 279381
18 2 155114
17 7 238648
5 16 72256
23 22 204716
2 21 96520
24 3 382138
8 21 55541
17 21 171320
1 3 214524
15 7 261784
22 17 55971
10 5 210682
5 22 106497
4 18 315308
4 13 443257
13 2 543653
23 17 148745
20 18 309754
5 13 446992
10 13 657674
4 20 204194
19 21 118030
24 23 82656
9 1 273938
1 5 22783
12 19 63016
8 16 117524
3 4 307734
20 23 224683
1 6 110586
20 6 191368
10 4 274235
4 8 201173
9 14 280139
4 7 110392
20 8 113661
13 15 452189
18 21 251634
23 13 463744
21 7 273767
12 6 78234
20 15 63196
1 14 88116
21 22 153879
14 19 135981
16 17 224330
11 17 101618
14 12 155977
22 3 298238
19 17 55714
14 24
4 13 395932
10 7 31556
10 11 271824
10 6 206430
12 6 360788
7 8 437808
7 5 205197
12 2 305694
4 12 376813
5 1 248453
11 7 240268
2 14 157878
4 11 470087
7 9 314595
2 7 119780
8 11 438516
2 6 294654
11 1 283524
12 3 190996
3 13 210115
4 5 85268
5 8 643005
10 4 261375
13 2 324813
44 331
23 29 6412
43 37 284456
17 3 93975
41 29 93515
5 2 205573
24 12 153449
6 19 57395
44 43 172323
1 25 151561
15 6 133024
26 27 282791
4 9 250344
16 1 196344
25 37 168542
35 5 217416
8 1 130325
3 24 173328
16 26 143580
12 7 170732
6 31 111909
23 38 158085
27 1 246169
22 44 166355
30 35 142890
21 44 98775
44 34 96803
3 12 71132
9 10 253530
26 18 155771
6 32 53029
9 14 176400
9 30 230617
13 18 54997
30 1 156189
25 24 158291
30 39 127685
9 6 187326
32 14 78925
16 22 192217
43 27 102908
36 33 5606
30 38 59807
6 2 162387
4 10 213661
33 16 177042
21 22 139765
12 15 32650
23 40 186633
40 32 121657
14 43 88186
36 30 107835
25 4 37005
19 7 134795
9 5 298166
1 24 106536
18 25 126506
35 20 122796
35 10 189461
34 21 92294
33 37 213604
13 4 145740
20 3 184153
10 7 231654
2 19 104992
42 20 194920
11 3 131194
37 13 218168
25 12 62355
24 41 90732
28 3 153032
20 13 117236
24 14 142242
21 10 205022
39 10 106780
42 13 100583
4 37 131537
18 21 131615
14 25 159605
37 8 224623
27 31 243604
31 21 199499
32 26 165445
26 3 145210
33 25 104597
25 31 160234
16 32 182305
23 37 171354
12 20 113021
31 24 177027
23 6 116760
35 21 192235
39 6 40576
35 13 93157
28 12 135843
16 5 183813
38 5 182326
19 27 189090
32 23 101692
18 6 44025
25 5 169117
36 31 88403
2 42 163948
8 42 107038
6 8 105477
40 27 296945
37 26 180265
41 19 31781
40 41 94242
34 22 90440
24 10 175554
2 18 118362
3 39 135823
33 19 35279
14 8 28353
30 25 213822
24 16 162148
32 24 118147
31 44 215649
6 43 118413
28 35 28754
8 17 167278
36 27 204811
5 22 176056
31 15 165535
32 27 210553
8 38 3619
32 1 59970
1 2 187235
41 42 63997
34 18 98590
19 18 13370
31 37 243279
11 19 49110
44 14 180864
7 40 210812
7 22 129575
1 33 46964
25 35 180587
8 29 148054
2 36 138881
44 3 91016
44 2 169948
32 9 189127
28 16 212894
37 28 282571
20 29 122995
33 5 152993
13 1 123870
28 25 151833
15 8 159103
6 44 171511
10 37 301924
30 18 87316
30 13 49733
24 2 142679
11 33 13831
6 33 22116
34 9 241891
1 15 130210
17 35 185058
10 18 110229
25 22 134656
37 2 275313
31 40 180537
29 40 187757
39 33 18460
2 31 159506
40 8 173229
15 28 135721
1 29 109319
44 42 216890
43 4 159308
34 12 31884
22 20 164083
5 24 208958
21 25 122765
7 8 151460
40 26 232272
32 5 176910
3 43 151147
17 26 217741
15 25 95005
20 10 222043
42 27 230632
16 19 186997
9 22 151451
41 25 108095
30 27 97730
26 29 84052
38 7 147841
13 25 181503
36 12 105597
7 32 167251
13 19 41627
32 13 100823
9 18 143301
3 23 54746
41 15 114406
3 27 254055
43 38 76362
10 31 178113
21 9 273258
40 38 176848
39 23 113104
35 22 114874
43 22 113135
41 6 25614
21 20 173431
21 43 161596
22 37 183545
13 44 202762
28 38 74477
33 14 55008
31 32 113710
35 42 161640
20 14 139134
17 9 249127
18 27 185046
20 30 166969
6 42 89611
20 1 224919
6 34 142615
23 9 259854
19 10 123599
10 8 171681
32 38 110897
11 2 154102
35 24 129256
16 43 211009
32 29 95280
43 19 107915
14 7 154524
4 33 125341
15 36 116514
17 36 89523
24 40 184974
27 25 252856
22 36 28669
37 44 219887
6 7 165450
8 9 204753
43 18 118206
26 41 138030
32 15 117956
27 15 236744
18 11 35740
22 1 77023
30 32 133142
25 32 135510
16 18 195158
8 33 83361
8 23 154466
6 10 66204
31 20 213377
25 29 72329
27 5 289685
16 14 206726
38 26 204542
42 39 85955
26 31 190169
39 16 195502
10 16 265362
39 35 108476
8 41 79863
10 28 186502
18 17 105826
29 18 111926
33 28 98182
31 14 74243
39 8 101821
6 24 109350
10 33 88320
36 14 53618
31 35 164168
22 32 53976
35 37 298419
16 41 180540
34 30 185906
31 4 158627
5 6 175109
1 14 101972
31 5 235790
3 18 132276
9 3 262536
16 44 148188
40 22 120803
10 43 184617
37 12 154968
12 17 143663
16 4 122349
27 24 201525
22 17 113976
35 29 154623
36 23 100250
5 10 241313
7 27 300947
29 42 157512
10 22 118379
26 19 152841
37 20 267989
24 33 87234
39 15 129368
43 13 66288
4 12 25350
27 41 202703
29 27 226892
17 31 173710
19 21 144985
39 4 123142
21 17 83253
6 25 126713
2 8 130632
28 36 103788
2 26 194423
30 24 196459
14 26 172570
22 2 110212
15 34 64534
8 19 48082
38 9 208372
29 19 99972
4 40 219696
11 44 135564
28 20 94042
18 5 167906
35 19 109654
23 31 160898
23 5 90376
7 30 207648
26 10 222852
24 13 164140
13 5
9 1 439048
6 1 942989
5 10 899068
13 8 442621
9 10 230172
50 50
41 32 255924
2 12 944842
16 9 663296
29 1 680468
18 49 967833
30 1 722536
37 2 954264
10 49 960854
23 29 960381
36 45 583050
36 40 592411
22 12 906431
43 47 973492
38 39 974733
8 30 701049
43 41 908018
18 2 597588
4 1 753079
2 41 390090
8 42 967686
5 40 711504
38 6 854535
38 45 778243
35 2 890130
11 41 690689
27 25 606594
7 31 926601
38 14 561004
4 31 711375
50 1 678003
49 25 812589
6 40 745620
32 4 866570
43 12 277396
43 10 871170
33 48 746117
12 39 845082
38 42 801965
42 7 896605
43 29 906361
21 22 623955
15 38 526317
26 24 604776
26 32 895608
17 4 886993
36 32 353277
50 3 312463
33 1 722905
16 6 968368
20 11 583544
13 27
9 1 500366
5 9 579490
10 7 338220
6 11 627754
4 2 600769
7 3 435943
6 2 324961
6 7 226452
1 2 523607
5 7 589653
7 13 423123
8 7 330117
11 9 623728
10 6 391081
